Barcode,District Name,Name,Party,Candidate Name,Ac_No,Voter Survey Type,Gender,Religion,Qualification,Occupation,Annual Family Income,Age,Did U Vote In The Last Election?,If No Why,If Yes Did The Candidate Your Voted For In The Last Election,The Candidate,Candidates Party,Candidates Caste,IMP: Easier access to drinking water,IMP: Free Electricity,IMP: Free/Subsidized Loans,IMP: Support for Economically-weaker Sections,IMP: Irrigation Programs,IMP: Jobs through rural employment schemes,IMP: Lower rice/wheat prices,IMP: More schools,IMP: More teachers,IMP: School Facilities,IMP: Subsidy for seeds/fertilizers,IMP: Accessibility of MLA/MP,IMP: Better Law and Order/Policing,IMP: Better Public Transport,IMP: Better Roads,IMP: Eradication of Corruption,IMP: More Hospitals/Primary Health Care Centers,IMP: Trustworthiness of MLA,IMP: Security for Women,IMP: Better Electric Supply,IMP: Better Employment Opportunities,IMP: Better Garbage Clearance,IMP: Reservation for Jobs and Education,IMP: Subsidized Food Distribution,IMP: Training for Jobs,PERF: Others,PERF: Easier access to drinking water,PERF: Free Electricity,PERF: Free/Subsidized Loans,PERF: Support for Economically-weaker Sections,PERF: Irrigation Programs,PERF: Jobs through rural employment schemes,PERF: Lower rice/wheat prices,PERF: More schools,PERF: More teachers,PERF: School Facilities,PERF: Subsidy for seeds/fertilizers,PERF: Accessibility of MLA/MP,PERF: Better Law and Order/Policing,PERF: Better Public Transport,PERF: Better Roads,PERF: Eradication of Corruption,PERF: More Hospitals/Primary Health Care Centers,PERF: Trustworthiness of MLA,PERF: Security for Women,PERF: Better Electric Supply,PERF: Better Employment Opportunities,PERF: Better Garbage Clearance,PERF: Reservation for Jobs and Education,PERF: Subsidized Food Distribution,PERF: Training for Jobs,PERF: Others
204001,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Primary,Business,"10,000 to 25,000",55,Voted,,Y,I,VI,NI,H,M,H,M,L,M,H,H,L,L,M,M,H,H,M,H,L,L,,,,,,,,,A,A,G,A,B,A,G,A,B,B,A,G,A,G,A,G,B,B,,,,,,,,
204002,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,No Education,Agriculture,"Under 10,000",69,Voted,,Y,I,VI,NI,H,M,H,L,H,M,L,L,H,M,M,H,M,H,L,L,H,H,,,,,,,,,A,G,A,B,A,G,B,B,G,G,A,G,A,A,B,B,A,A,,,,,,,,
204003,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,MUSLIM,Above Degree,Law,"25,001 to 50,000",28,Did not vote,2,,,,,H,L,M,H,M,L,L,H,H,M,H,M,H,H,H,L,H,M,,,,,,,,,A,B,A,A,G,B,B,A,A,G,G,A,G,A,G,B,A,G,,,,,,,,
204004,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,CHRISTIAN,PUC,Private,"10,000 to 25,000",47,Voted,,Y,NI,VI,NI,H,M,M,H,H,L,L,H,H,H,L,H,L,M,H,H,L,H,,,,,,,,,G,A,A,G,A,B,B,A,G,A,B,A,B,A,A,A,B,G,,,,,,,,
204005,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Degree,Defence,"50,001 to 1,00,000",36,Voted,,Y,VI,NI,NI,H,M,H,H,M,L,L,H,H,M,M,H,M,H,L,L,H,M,,,,,,,,,A,A,G,A,A,B,B,A,A,G,G,A,A,G,B,B,G,A,,,,,,,,
204006,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,CHRISTIAN,No Education,Agriculture,"10,000 to 25,000",72,Did not vote,3,,,,,H,L,M,H,M,H,L,L,H,H,M,H,M,H,M,L,H,H,,,,,,,,,A,B,G,G,A,B,B,B,G,G,G,A,G,A,A,B,A,G,,,,,,,,
204007,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Degree,Defence,"25,001 to 50,000",46,Voted,,Y,VI,I,NI,H,L,M,M,H,L,M,H,M,H,L,H,H,M,L,L,M,M,,,,,,,,,A,B,A,A,G,B,A,A,G,G,B,A,G,A,B,B,G,G,,,,,,,,
204008,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,Above Degree,Govt,"50,001 to 1,00,000",29,Voted,,Y,VI,NI,I,H,H,L,L,M,M,H,H,M,M,L,H,L,M,H,M,H,L,,,,,,,,,G,A,B,B,G,G,A,A,G,A,B,A,B,G,G,A,G,B,,,,,,,,
204009,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,MUSLIM,PUC,Private,"10,000 to 25,000",42,Did not vote,3,,,,,,,,,,,,,,,,H,H,L,L,M,H,H,L,L,H,H,M,H,,L,,,,,,,,,,,,A,G,B,B,A,G,A,B,B,A,A,G,G,A,B
204010,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,CHRISTIAN,Degree,Law,"25,001 to 50,000",31,Voted,,,VI,I,NI,,,,,,,,,,,,H,H,L,L,H,H,M,M,L,M,H,H,H,M,H,,,,,,,,,,,,A,G,B,B,G,G,G,G,B,A,G,A,A,A,G
204011,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,No Education,Agriculture,"Under 10,000",62,Voted,,N,I,VI,I,,,,,,,,,,,,H,L,M,M,H,H,H,M,L,M,H,H,L,L,M,,,,,,,,,,,,G,B,G,A,G,A,G,G,B,G,G,G,B,B,A
204012,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,MUSLIM,High School,Others,"10,000 to 25,000",34,Did not vote,2,,,,,,,,,,,,,,,,H,L,L,H,M,H,H,H,M,H,L,M,L,H,H,,,,,,,,,,,,A,B,B,G,A,G,A,G,A,G,B,A,B,G,A
204013,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",63,Voted,,Y,VI,I,NI,,,,,,,,,,,,M,L,M,H,M,M,H,M,L,L,H,M,M,L,L,,,,,,,,,,,,G,B,G,G,G,A,G,A,B,B,G,G,G,B,B
204014,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,MUSLIM,No Education,Others,"Under 10,000",51,Voted,,Y,I,VI,NI,,,,,,,,,,,,M,M,L,M,H,H,H,M,H,H,H,M,M,H,H,,,,,,,,,,,,A,A,B,G,A,A,G,A,A,G,G,G,A,G,A
204015,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,MUSLIM,PUC,Business,"25,001 to 50,000",31,Did not vote,1,,,,,,,,,,,,,,,,H,M,M,L,M,M,H,L,M,H,H,M,H,M,H,,,,,,,,,,,,A,A,G,B,G,G,G,B,A,A,G,A,A,A,G
204016,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Degree,Govt,"25,001 to 50,000",27,Did not vote,2,,,,,,,,,,,,,,,,H,M,L,M,H,M,L,M,H,H,M,L,L,M,H,,,,,,,,,,,,G,A,B,G,G,A,B,A,A,G,G,B,B,A,G
204017,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,MUSLIM,Degree,Law,"25,001 to 50,000",39,Voted,,Y,VI,I,NI,M,L,M,H,M,H,M,M,H,L,H,H,M,L,L,M,H,M,,,,,,,,,G,B,G,A,A,A,G,A,A,B,G,G,A,B,B,A,G,G,,,,,,,,
204018,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,Above Degree,Medical,"1,00,001 to 2,50,000",22,Did not vote,2,,,,,M,H,M,L,L,M,M,H,H,M,L,L,M,M,H,M,L,M,,,,,,,,,G,A,A,B,B,G,A,G,A,A,B,B,G,A,A,A,B,A,,,,,,,,
204019,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,CHRISTIAN,Primary,Others,"Under 10,000",67,Voted,,N,I,VI,NI,M,H,M,L,H,M,H,L,L,M,M,L,H,M,H,L,L,M,,,,,,,,,G,A,A,B,A,A,G,B,B,A,G,B,A,G,A,B,B,A,,,,,,,,
204020,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,CHRISTIAN,Degree,Others,"10,000 to 25,000",34,Voted,,Y,VI,NI,NI,M-H,M,M,L,M,H,H,M,L,L,M,M,M,L,H,H,M,L,,,,,,,,,A,A,A,B,A,G,G,A,B,B,G,A,G,B,A,G,A,B,,,,,,,,
204021,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,No Education,Business,"25,001 to 50,000",62,Did not vote,1,,,,,M,H,H,M,L,M,H,M,L,M,L,L,M,L,H,H,M,L,,,,,,,,,G,A,G,G,B,A,A,B,A,A,B,B,A,B,G,A,A,B,,,,,,,,
204022,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,No Education,Agriculture,"Under 10,000",75,Did not vote,3,,,,,L,M,M,L,L,M,M,H,M,H,L,M,M,L,M,M,H,H,,,,,,,,,B,A,G,B,B,G,G,A,A,G,B,A,G,B,G,A,A,G,,,,,,,,
204023,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Primary,Others,"10,000 to 25,000",51,Voted,,Y,VI,I,NI,L,H,H,M,H,M,L,M,H,M,H,L,M,L,H,M,L,H,,,,,,,,,B,A,A,A,G,A,B,A,A,G,A,B,A,B,G,A,B,A,,,,,,,,
204024,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,High School,Business,"25,001 to 50,000",41,Did not vote,1,,,,,M,L,H,M,M,H,H,M,L,M,M,L,L,M,M,H,L,M,,,,,,,,,A,B,G,A,G,G,G,A,B,A,G,B,B,G,A,A,B,G,,,,,,,,
204025,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Degree,Defence,"50,001 to 1,00,000",43,Voted,,Y,VI,I,NI,L,M,M,L,M-H,M,L,H,H,M,M,M,M,L-M,M,M,H,M,,,,,,,,,B,A,A,B,G,A,B,G,G,G,A,A,A,B,A,A,G,A,,,,,,,,
204026,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,MUSLIM,Primary,Agriculture,"10,000 to 25,000",50,Voted,,Y,VI,I,NI,M,L,M,H,M,L,H,H,H,M,M,M,L,M,M,M,H,M,,,,,,,,,A,B,A,G,A,B,G,G,G,G,A,A,B,A,A,A,G,A,,,,,,,,
204027,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Degree,Private,"25,001 to 50,000",26,Voted,,Y,VI,I,I,M-H,M,H,L,M,H,M,H,H,L,L,M,H,L,L,M,M,M,,,,,,,,,A,A,G,B,A,A,G,G,A,B,B,G,G,B,B,A,G,A,,,,,,,,
204028,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",69,Voted,,N,NI,VI,NI,H,M,M,H,M,H,M,H,L,L,H,M,M,H,L,L,M,H,,,,,,,,,A,A,G,G,A,A,A,A,B,B,A,A,A,G,B,B,A,G,,,,,,,,
204029,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,High School,Business,"50,001 to 1,00,000",57,Voted,,Y,VI,NI,VI,M,H,H,M,L,L,M,M,H,M,M,M,M,L,L,M,H,M,,,M,,,,,,G,A,G,A,B,B,G,A,A,G,A,A,A,B,B,A,G,A,,,,,,,,
204030,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,MUSLIM,Primary,Others,"Under 10,000",46,Voted,,Y,VI,I,NI,M,H,M,M,M,L,L,M,H,M,H,M,H,L,H,M,H,H,,,,,,,,,A,G,A,G,G,B,B,A,G,A,G,A,G,B,A,A,A,G,,,,,,,,
204031,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,CHRISTIAN,High School,Defence,"25,001 to 50,000",48,Did not vote,1,,,,,,,,,,,,,,,,M,M,L,H,M,L,L,M,H,M,L,M,M,M,M,,,,,,,,,,,,A,A,B,G,A,B,B,A,G,A,B,A,G,A,A
204032,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,OTHERS,Primary,Agriculture,"Under 10,000",65,Voted,,Y,I,VI,NI,,,M,,,,,,,,,M,H,M,L,L,M,H,M,M,M,H,M,L,L,H,,,,,,,,,,,,A,G,G,B,B,,A-G,A,G,A,G,A,B,B,G
204033,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",79,Voted,,Y,I,VI,I,,,,,,,,,,,,M,H,L,H,M,L,M,H,M,L,M,M,L,L,M,,,,,,,,,,,,A,G,G,A,A,B,A,G,A,B,A,A,B,B,A
204034,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,No Education,Others,"10,000 to 25,000",61,Did not vote,3,,,,,,,M,,,,,,,,,M,H,L,M,H,M,L,M,H,L,M,H,L,M,M,,,,,,,,,,,,A,G,B,A,G,A,B,A,G,B,A,A,B,A,A
204035,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Above Degree,Medical,"1,00,001 to 2,50,000",30,Did not vote,1,,,,,,,,,,,,,,,,H,M,L,M,H,L,M,M,H,H,L,M,H,M,H,,,,,,,,,,,,A,A,B,A,A,B,A,A,G,A,B,A,G,G,G
204036,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,Above Degree,Engineering,"50,001 to 1,00,000",28,Did not vote,2,,,,,,,M,,,,,,M,,,H,M,H,M,L,L,M,M,L,M,H,M,H,L,M,,,,,,,,,,,,A,A,A,G,B,B,A,G,B,A,G,A,G,B,A
204037,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Degree,Govt,"25,001 to 50,000",35,Voted,,Y,VI,I,I,,,,,,,,,,,,M,M,H,M,L,L,H,M,M,M,H,M,L,M,L,,,,,,,,,,,,A,G,G,A,B,B,G,A,G,A,G,A,B,G,B
204038,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,Degree,Law,"50,001 to 1,00,000",23,Did not vote,2,,,,,,,,,,,,,,,,M,L,M,M,L,M,H,M,M,L,M,H,H,H,M,,,,,,,,,,,,A,B,A,A,B,A,G,A,G,B,A,G,A,A,A
204039,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Above Degree,Govt,"25,001 to 50,000",42,Voted,,Y,VI,I,NI,,,,,,,,,,,,M,H,M,M,L,M,L,H,M,L,H,M,L,H,M,,,,,,,,,,,,A,A,A,G,B,A,B,G,A,B,A,A,B,A,A
204040,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,PUC,Govt,"10,000 to 25,000",54,Voted,,Y,VI,NI,NI,,,,,,,,,,,,M,M,L,L,M,H,M,M,L,M,L,M,H,H,M,,,,,,,,,,,,A,A,B,B,A,G,A,A,B,A,B,A,G,G,A
204041,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204042,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,M,,,,M,,M,,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204043,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204044,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204045,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,M,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204046,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204047,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204048,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204049,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204050,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,MUSLIM,No Education,Business,"25,001 to 50,000",66,Voted,,Y,I,VI,NI,M,,,,,,,,,,,M,M,H,L,L,M,M-H,M,M,M,H,L,M,L,L,,,,,,,,,,,,A,G,A,B,B,A,G,G,A,A,A,G,A,B,B
204051,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",62,Voted,,Y,I,VI,NI,,,,,,,,,,,,M,M,H,L,M,H,M,M,L,M,L,M,H,H,M,,,,,,,,,,,,A,A,G,B,A,G,A,A,B,A,B,A,G,G,A
204052,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Above Degree,Engineering,"1,00,001 to 2,50,000",32,Voted,,Y,VI,NI,I,,,,,,,,,,,,M,M,H,L,M,H,M,M,M,H,L,M,H,H,M,,,,,,,,,,,,A,A,G,B,A,G,A,A,A,G,B,A,G,G,A
204053,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,MUSLIM,High School,Business,"25,001 to 50,000",56,Voted,,N,NI,VI,I,,,,,,,,,,,,M,H,L,L,M,H,M,M,M,L,M,M,H,H,M,,,,,,,,,,,,A,G,B,B,A,G,A,A,A,B,A,A,A,G,A
204054,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,Degree,Engineering,"50,001 to 1,00,000",48,Did not vote,2,,,,,,,,,,,,,,,,M,M,L,M,H,H,M,M,M,H,L,M,M,H,M,,,,,,,,,,,,A,A,B,A,G,G,A,A,A,G,B,A,A,G,A
204055,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,Above Degree,Medical,"1,00,001 to 2,50,000",26,Did not vote,3,,,,,,,,,,,,,,,,M,H,M,M,H,H,M,M,M,H,L,M,H,M,M,,,,,,,,,,,,A,G,A,A,G,G,A,A,A,G,B,A,G,A,A
204056,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,CHRISTIAN,Primary,Business,"10,000 to 25,000",59,Voted,,Y,I,VI,NI,,,,,,,,,,,,M,M,M,L,M,H,M,H,M,M,H,M,M,M,H,,,,,,,,,,,,A,G,G,B,A,G,A,G,A,A,G,A,A,A,G
204057,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",73,Voted,,Y,VI,I,NI,,,,,,,,,,,,M,H,L,L,M,H,M,M,L,M,M,M,H,H,H,,,,,,,,,,,,A,G,B,B,A,G,A,A,B,A,A,A,G,G,G
204058,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,URBAN,Female,HINDU,,Govt,"10,000 to 25,000",54,Voted,,Y,VI,NI,NI,L,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,
204059,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Male,HINDU,Degree,Law,"25,001 to 50,000",22,Did not vote,3,,,,,M,M,L,M,M,L,M,H,H,M,M,M,M,L,M,M,H,M,,,,,,,,,A,A,B,A,A,B,A,G,G,G,A,A,A,B,A,A,G,A,,,,,,,,
204060,DAKSHINA KANNADA,Mangalore,INC,U.T. KHADAR,204,RURAL,Female,MUSLIM,Above Degree,Defence,"50,001 to 1,00,000",29,Did not vote,3,,,,,M,L,M,M,H,M,M,H,H,M,M,M,M,L,M,M,H,M,,,,,,,,,A,B,A,A,G,A,A,G,G,A,A,A,A,B,A,A,G,A,,,,,,,,
205001,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Female,HINDU,Degree,Agriculture,"10,000 to 25,000",22,Voted,,Y,VI,I,NI,H,M,M,M,H,M,L,H,M,H,M,H,M,M,M,H,M,H,,,,,,,,,G,A,A,G,G,A,B,G,A,G,A,G,A,G,A,A,G,,,,,,,,,
205002,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Female,MUSLIM,PUC,Others,"10,000 to 25,000",18,Did not vote,2,,,,,M,H,L,M,M-H,M,M-H,H,M,M,H,H,H,M,M,H,M,M,,,,,,,,,G,A,B,A,A,G,G,G,,A,A,G,A,A,A,G,A,A,,,,,,,,
205003,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,HINDU,Primary,Others,"Under 10,000",40,Voted,,Y,VI,NI,NI,H,M,M,H,L,M,M,H,M,H,M,M,H,M,M,M,H,M,,,,,,,,,G,A,A,G,B,B,A,G,A,G,A,A,G,A,A,A,,A,,,,,,,,
205004,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,CHRISTIAN,Above Degree,Engineering,"1,00,001 to 2,50,000",25,Voted,,Y,VI,NI,I,H,M,L-M,M,H,M,H,M,H,M,M,H,M,H,L,M,H,M,,,,,,,M,,G,A,B,A,G,A,G,A,G,A,A,G,A,B,A,A,G,A,,,,,,,,
205005,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,OTHERS,No Education,Agriculture,"Under 10,000",24,Did not vote,1,,,,,H,M,L,M,L,M,H,M,M,H,M,M,H,M,H,M,H,M,,,,,,,,,G,A,B,A,B,A,A,A,A,G,A,A,G,A,G,A,G,A,,,,,,,,
205006,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,HINDU,Above Degree,Medical,,58,Voted,,Y,VI,NI,I,M,H,L,M,H,M,H,M,L,M,L,H,M,M,L,M,H,M,,,,,,,,,A,G,B,A,,A,G,A,B,A,B,G,A,A,B,A,G,A,,,,,,,,
205007,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,CHRISTIAN,High School,Business,"25,001 to 50,000",42,Did not vote,1,,,,,,,,,,,,,,,,H,M,M,L,M,M,H,H,M,M,M,H,M,H,,,,,,,,,,,,,G,G,A,B,A,A,G,G,G,A,G,A,G,G,B
205008,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,OTHERS,Degree,Others,"10,000 to 25,000",60,Voted,,Y,I,VI,NI,,,M,,,,,,,,,H,M,H,L,M,H,M,M,H,M,L,M,L,M,M,,,,,,,,,,,,G,A,G,B,B,A,G,B,A,G,A,A,B,A,G
205009,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Male,HINDU,High School,Agriculture,,26,Did not vote,1,,,,,,,,,,,,,,,,M,L,M,L,M,H,M,H,H,L,L,,M,H,H,,,,,,,,,,,,A,B,,A,,G,A,G,A,G,B,,G,A,G
205010,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,OTHERS,PUC,Private,,67,Voted,,Y,I,VI,NI,,,,,,,,,,,,H,M,H,L,M,H,H,H,M,H,M,H,L,,M,,,,,,,,,,,,G,A,A,B,A,G,G,A,G,A,A,G,B,G,A
205011,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,CHRISTIAN,Above Degree,Law,"1,00,001 to 2,50,000",53,Voted,,Y,NI,VI,I,,,,,,,,,,,,H,M,M,H,M,H,H,M,H,L,M,H,M,H,M,,,,,,,,,,,,G,A,A,G,,A,G,A,G,B,A,,A,G,A
205012,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,HINDU,High School,Others,"10,000 to 25,000",32,Voted,,Y,I,VI,NI,,,,,M,,,,,,,H,M,M,H,L,M,H,L,M,H,L,M,H,M,M,,,,,,,,,,,,G,A,A,G,A,G,G,B,G,A,B,G,G,A,A
205013,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Male,MUSLIM,PUC,Others,"10,000 to 25,000",56,Did not vote,3,,,,,,,M,,,,,,,,,M,H,M,L,H,M,H,H,M,H,M,H,M,H,M,,,,,,,,,,,,G,G,A,B,G,A,G,G,A,A,G,G,A,G,A
205014,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Male,OTHERS,Primary,Agriculture,"10,000 to 25,000",37,Did not vote,1,,,,,,,,,,,,,,,,H,M,L,L,M,M,H,H,H,M,L,M,M,H,M,,,,,,,,,,,,G,A,B,B,A,A,G,G,G,A,B,G,A,G,A
205015,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Male,HINDU,Above Degree,Govt,"50,001 to 1,00,000",27,Voted,,Y,I,NI,VI,,,,,,,,,,,,H,M,M,L,M,H,H,H,M,H,H,H,M,H,M,,,,,,,,,,,,G,A,,B,A,G,G,G,A,A,B,G,G,A,G
205016,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Female,HINDU,PUC,Others,"Under 10,000",42,Did not vote,1,,,,,,,,,,,,,,,,H,M,L,L,M,H,H,H,M,H,L,M,M,M,H,,,,,,,,,,,,G,A,B,B,A,G,G,A,G,A,B,,G,A,G
205017,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,URBAN,Male,HINDU,Degree,Private,"Under 10,000",21,Voted,,Y,NI,I,VI,,,,,,,,,,,,H,M,L,M,H,M,H,H,M,L,L,M,M,H,M,,,,,,,,,,,,G,A,B,G,A,,,A,,B,B,A,A,G,
205018,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Female,MUSLIM,Degree,Others,"10,000 to 25,000",20,Did not vote,2,,,,,M-H,M,L,M,L,M,M-H,M,L-M,M,H,H,M,L,M,M,H,M-H,,,,,,,,,G,G,B,A,B,A,G,A,B,A,G,,A,B,A,A,G,G,,,,,,,,
205019,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,CHRISTIAN,PUC,Agriculture,"10,000 to 25,000",48,Voted,,Y,VI,NI,I,H,M,L,M,H,M,H,M,M,H,M,H,M,L,L,M,M,H,,,,,,,,,G,G,B,G,G,A,A,A,G,A,G,G,A,B,B,A,A,G,,,,,,,,
205020,DAKSHINA KANNADA,Bantval,INC,B.RAMANATHA RAI,205,RURAL,Male,CHRISTIAN,Above Degree,Law,"1,00,001 to 2,50,000",23,Voted,,N,VI,NI,I,M,M,L,H,M,L,M,H,M,H,H,H,M,H,L,M,H,H,,,,,,,,,G,A,,G,G,A,B,A,A,G,A,G,G,A,B,A,G,G,,,,,,,,
